Company,Pull,PMID,Title,"Affiliated (1 = primary, 2 = secondary)",Research Topic,Samples,Number of proteins Investigated ,Number of Proteins Associated ,Number of Proteins Found to be Significant ,Biomarkers,Been Converted,Panels,Assays / Protein Classes,Comment,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Unnamed: 24,Assays Run ,96,48,other animals,UNIProt ID,Comments,Unnamed: 31
MSD,Q3 '22 - Q1 '23,36200629,Trajectory of Serum Levels of Glial Fibrillary Acidic Protein within Four Weeks Post-Injury Is Related to Neurological Recovery during the Transition from Acute to Chronic Spinal Cord Injury,0,Neurology,123,2,,1,"NFL,GFAP",1,2,"R-Plex GFAP, NFL "," The trajectory of serum GFAP levels qualifies as a prognostic biomarker for neurological recovery, and facilitates monitoring of disease progression in the sub-acute post-injury phase.","Leister I, Altendorfer B, Maier D, Mach O, Wutte C, Grillhösl A, Arevalo-Martin A, Garcia-Ovejero D, Aigner L, Grassner L.",J Neurotrauma. 2022 Dec 9. doi: 10.1089/neu.2022.0326. Online ahead of print.,Leister I,J Neurotrauma,2022,10/6/2022,,,10.1089/neu.2022.0326,0,246,2,1,,"P07196,P14136,",,
MSD,Q3 '22 - Q1 '23,36179121,Sensitive Serology Measurements in the Saliva of Individuals with COVID-19 Symptoms Using a Multiplexed Immunoassay,0,Infectious Disease ,105,12,,,,0,2," MSD V-PLEX® COVID-19 Coronavirus Panel 2, Isotyping Panel 1 ","This study shows that our multiplexed immunoassay can distinguish infected from uninfected individuals and reliably (93.3% specificity) detect seroconversion (in 60% of infected individuals) as early as the first week PSO, using easy-to-collect saliva samples.","Sohaei D, Ulndreaj A, Mathew A, Campbell C, Stengelin M, Sigal G, Joe J, Romero D, Padmanabhan N, Ren A, Ghorbani A, Soosaipillai A, Kulasingam V, Prassas I, Diamandis EP.",J Appl Lab Med. 2022 Oct 29;7(6):1354-1365. doi: 10.1093/jalm/jfac073.,Sohaei D,J Appl Lab Med,2022,9/30/2022,PMC9619505,,10.1093/jalm/jfac073,0,210,2,0,,,Covid,
MSD,Q3 '22 - Q1 '23,36250225,Detection of interstitial pneumonia with autoimmune features and idiopathic pulmonary fibrosis are enhanced by involvement of matrix metalloproteinases levels and clinical diagnosis,0,Respiratory Disease,36,13,,2,"MMP1,MMP2,Stromelysin-1,MMP7,MMP9,MMP10,MMP12,MMP14,SP-A,krebs von den lungen?6,LDH,CRP,immunoglobulin E",1,1,U-Plex,"Clinical risk factors and MMPs are strongly associated with either stratification of the disease of progression of IPAF or in two IPAF and IPF independent cohorts. To our knowledge, this is the first to illustrate that MMP?12 and MMP?13 may be expected to become typical promising biomarkers in Improvement  IPAF and Exacerbation  IPAF, respectively.","Liu M, Xue M, Zhang T, Lin R, Guo B, Chen Y, Cheng ZJ, Sun B.",J Clin Lab Anal. 2022 Nov;36(11):e24734. doi: 10.1002/jcla.24734. Epub 2022 Oct 17.,Liu M,J Clin Lab Anal,2022,10/17/2022,PMC9701863,,10.1002/jcla.24734,0,36,0,0,,"P03956,Q2EF79,P08254,P09237,P14780,P09238,P39900,P50281,Q8IWL2,KL6,Q86WU2,P02741,P01854,",,
MSD,Q3 '22 - Q1 '23,35982133,Saliva-based SARS-CoV-2 serology using at-home collection kits returned via mail,1,Infectious Disease,121,3,,,,0,1,,Mail in saliva samples for COVID testing methods paper ,"Campbell C, Roblin D, Padmanabhan N, Romero D, Joe J, Fathi L, Whiting T, Williamson J, Goodwin P, Mckie C, Deneal A, Greenberg L, Sigal G.",Sci Rep. 2022 Aug 18;12(1):14061. doi: 10.1038/s41598-022-17057-7.,Campbell C,Sci Rep,2022,8/18/2022,PMC9387411,,10.1038/s41598-022-17057-7,0,121,1,0,,,Covid,
MSD,Q3 '22 - Q1 '23,36974531,Punica granatum Seed Essential Oil Suppressed Methadone-Induced Cell Death by Natural Antioxidant Activity,0,Exploratory ,,4,,4,,0,1,Rat V-Plex inflammatory assay ,"Punica granatum essential oil declined methadone-induced cell death in PC12 cells in a dose-dependent manner through suppressing NO production, IL-1?, IL-6, INF-?, and TNF-? inflammatory cytokines production, mitochondrial membrane disruption, and caspase-3 activities.","Zhaleh H, Mahdizadeh H, Khoshkhoy S.",Asian Pac J Cancer Prev. 2023 Mar 1;24(3):801-810. doi: 10.31557/APJCP.2023.24.3.801.,Zhaleh H,Asian Pac J Cancer Prev,2023,3/28/2023,,,10.31557/APJCP.2023.24.3.801,0,0,0,0,,,,
MSD,Q3 '22 - Q1 '23,36060461,Comparative performance data for multiplex SARS-CoV-2 serological assays from a large panel of dried blood spot specimens,0,Infectious Disease,96,9,,,,0,1,V-PLEX SARS-CoV-2 Panel 2 (IgG),,"Cholette F, Fabia R, Harris A, Ellis H, Cachero K, Schroeder L, Mesa C, Lacap P, Arnold C, Galipeau Y, Langlois MA, Colwill K, Gingras AC, McGeer A, Giles E, Day J, Osiowy C, Durocher Y, Hankins C, Mazer B, Drebot M, Kim J; COVID-19 Immunity Task Force (CITF) working group.",Heliyon. 2022 Sep;8(9):e10270. doi: 10.1016/j.heliyon.2022.e10270. Epub 2022 Aug 28.,Cholette F,Heliyon,2022,9/5/2022,PMC9420314,,10.1016/j.heliyon.2022.e10270,0,96,1,0,,,Covid,CHANGE INSULIN
MSD,Q3 '22 - Q1 '23,35608920,Fatal COVID-19 outcomes are associated with an antibody response targeting epitopes shared with endemic coronaviruses,1,Infectious Disease,281,10,,,,0,2,"Coronavirus 2 Panel V-Plex, ACE2 Competition Assay ",,"McNaughton AL, Paton RS, Edmans M, Youngs J, Wellens J, Phalora P, Fyfe A, Belij-Rammerstorfer S, Bolton JS, Ball J, Carnell GW, Dejnirattisai W, Dold C, Eyre DW, Hopkins P, Howarth A, Kooblall K, Klim H, Leaver S, Lee LN, López-Camacho C, Lumley SF, Macallan DC, Mentzer AJ, Provine NM, Ratcliff J, Slon-Compos J, Skelly D, Stolle L, Supasa P, Temperton N, Walker C, Wang B, Wyncoll D; Oxford Protective T Cell Immunology for COVID-19 (OPTIC) consortium; Scottish National Blood Transfusion Service (SNBTS) consortium; Simmonds P, Lambe T, Baillie JK, Semple MG, Openshaw PJ; International Severe Acute Respiratory and emerging Infection Consortium Coronavirus Clinical Characterisation Consortium (ISARIC4C) investigators; Obolski U, Turner M, Carroll M, Mongkolsapaya J, Screaton G, Kennedy SH, Jarvis L, Barnes E, Dunachie S, Lourenço J, Matthews PC, Bicanic T, Klenerman P, Gupta S, Thompson CP.",JCI Insight. 2022 Jul 8;7(13):e156372. doi: 10.1172/jci.insight.156372.,McNaughton AL,JCI Insight,2022,5/24/2022,PMC9310533,,10.1172/jci.insight.156372,0,562,5,1,,,Covid,
MSD,Q3 '22 - Q1 '23,36293090,Comparative Analysis of Antibody Titers against the Spike Protein of SARS-CoV-2 Variants in Infected Patient Cohorts and Diverse Vaccination Regimes,1,"Infectious Disease, Immunology ",37,11,,,,0,2,"S-PLEX SARS-CoV-2 N, SARS-CoV-2 Plate 7 ",Quanterix was used for inflammatory markers,"Odainic A, Spitzer J, Szlapa JB, Schade S, Krämer TJ, Neuberger J, Bode C, Steinhagen F, Schmithausen RM, Wilbring G, Sib E, Mutters NT, Rabenschlag F, Kettel L, Woznitza M, van Bremen K, Peers T, Medinger G, Kudaliyanage A, Kreutzenbeck M, Strube U, Johnson JM, Mattoon D, Ball AJ, Scory S, McGuire R, Putensen C, Abdullah Z, Latz C, Schmidt SV.",Int J Mol Sci. 2022 Oct 13;23(20):12231. doi: 10.3390/ijms232012231.,Odainic A,Int J Mol Sci,2022,10/27/2022,PMC9602709,,10.3390/ijms232012231,0,74,0,1,,,Covid,
MSD,Q3 '22 - Q1 '23,36828081,Stratum corneum lipid and cytokine biomarkers at age 2 months predict the future onset of atopic dermatitis,0,Immunology,111,,,,,0,1,U-Plex cytokine,run alongside MS,"Berdyshev E, Kim J, Kim BE, Goleva E, Lyubchenko T, Bronova I, Bronoff AS, Xiao O, Kim J, Kim S, Kwon M, Lee S, Seo YJ, Kim K, Choi SJ, Oh SY, Kim SH, Yu SY, Hwang SY, Ahn K, Leung DYM.",J Allergy Clin Immunol. 2023 Feb 23:S0091-6749(23)00227-0. doi: 10.1016/j.jaci.2023.02.013. Online ahead of print.,Berdyshev E,J Allergy Clin Immunol,2023,2/24/2023,,,10.1016/j.jaci.2023.02.013,0,111,1,0,,,,
MSD,Q3 '22 - Q1 '23,36464435,Sensitive electrochemical sensing platform based on Au nanoflower-integrated carbon fiber for detecting interleukin-6 in human serum,0,Methods Dev,28,1,,,IL-6,1,1,V-Plex IL-6,Used as a verification method for a new IL-6 sensor,"Madhu S, Han JH, Jeong CW, Choi J.",Anal Chim Acta. 2023 Jan 15;1238:340644. doi: 10.1016/j.aca.2022.340644. Epub 2022 Nov 18.,Madhu S,Anal Chim Acta,2023,12/4/2022,,,10.1016/j.aca.2022.340644,0,28,0,0,,"P05231,",,
MSD,Q3 '22 - Q1 '23,36708444,Understanding Ocular Surface Inflammation in Tears Before and After Autologous Cultivated Limbal Epithelial Stem Cell Transplantation,0,Immunology ,170,10,,3,"TNFa,IFNg,IL1b,IL2,IL4,IL6,IL8,IL10,IL12a,IL12b,IL13",1,1,V-Plex Proinflammatory Panel 1 ,,"Figueiredo GS, Hogg J, Okonkwo A, Baylis OJ, Berry M, Ali S, Lako M, Figueiredo FC.",Ophthalmol Ther. 2023 Apr;12(2):1097-1107. doi: 10.1007/s40123-023-00656-6. Epub 2023 Jan 28.,Figueiredo GS,Ophthalmol Ther,2023,1/28/2023,PMC10011244,,10.1007/s40123-023-00656-6,0,170,1,1,,"P01375,P01579,P01584,P60568,P05112,P05231,P10145,P22301,P29459,P29460,P35225,",,
MSD,Q3 '22 - Q1 '23,36484192,[Effect of electroacupuncture on spontaneous pain during the synovial inflammatory response stage and allodynia at the later stage in rats with knee osteoarthritis],0,Other,84,10,,7,"TNFa,IFNg,IL1b,IL6,IL8,IL10,IL13",1,1,Inflammatory Cytokines,,"Chen W, Li HC, Wan HY, Liu YH, Jing XH, Zhang XN, He W.",Zhongguo Zhen Jiu. 2022 Dec 12;42(12):1385-93. doi: 10.13703/j.0255-2930.20220526-k0006.,Chen W,Zhongguo Zhen Jiu,2022,12/9/2022,,,10.13703/j.0255-2930.20220526-k0006,0,84,0,1,,"P01375,P01579,P01584,P05231,P10145,P22301,P35225,",,
MSD,Q3 '22 - Q1 '23,36405397,Relationships of APOE Genotypes With Small RNA and Protein Cargo of Brain Tissue Extracellular Vesicles From Patients With Late-Stage AD,0,Neurology,22,3,,,"CD9,CD81,CD63",1,3,"3 single plex, S plex ",MSD was used for EV Surface Marker Profiling,"Huang Y, Driedonks TAP, Cheng L, Rajapaksha H, Turchinovich A, Routenberg DA, Nagaraj R, Redding-Ochoa J, Arab T, Powell BH, Pletnikova O, Troncoso JC, Zheng L, Hill AF, Mahairaki V, Witwer KW.",Neurol Genet. 2022 Oct 26;8(6):e200026. doi: 10.1212/NXG.0000000000200026. eCollection 2022 Dec.,Huang Y,Neurol Genet,2022,11/21/2022,PMC9667865,,10.1212/NXG.0000000000200026,0,66,0,1,,"P21926,P60033,P08962,",,
MSD,Q3 '22 - Q1 '23,36936154,Association of maternal body composition and diet on breast milk hormones and neonatal growth during the first month of lactation,0,Reproductive Health,144,6,,2,"INS,leptin,ghrelin,GIP,peptide YY,Resistin",1,2,"U-Plex 5 plex, S plex Resisten",,"Ramiro-Cortijo D, Singh P, Herranz Carrillo G, Gila-Díaz A, Martín-Cabrejas MA, Martin CR, Arribas SM.",Front Endocrinol (Lausanne). 2023 Mar 2;14:1090499. doi: 10.3389/fendo.2023.1090499. eCollection 2023.,Ramiro-Cortijo D,Front Endocrinol (Lausanne),2023,3/20/2023,PMC10018215,,10.3389/fendo.2023.1090499,0,288,3,0,,"A0A9E9AQX1,P41159,Q5Y392,P09681,P10082,Q9HD89,",,
MSD,Q3 '22 - Q1 '23,36937522,Plasma biomarkers for diagnosis of Alzheimer's disease and prediction of cognitive decline in individuals with mild cognitive impairment,1,Neurology,323,4,,4,"pTau181,Ttau,NFL,GFAP",1,4,4 single plex,Could have been part of the devcelopment work of the new S plex assays ,"Kivisäkk P, Carlyle BC, Sweeney T, Trombetta BA, LaCasse K, El-Mufti L, Tuncali I, Chibnik LB, Das S, Scherzer CR, Johnson KA, Dickerson BC, Gomez-Isla T, Blacker D, Oakley DH, Frosch MP, Hyman BT, Aghvanyan A, Bathala P, Campbell C, Sigal G, Stengelin M, Arnold SE.",Front Neurol. 2023 Mar 2;14:1069411. doi: 10.3389/fneur.2023.1069411. eCollection 2023.,Kivisäkk P,Front Neurol,2023,3/20/2023,PMC10018178,,10.3389/fneur.2023.1069411,0,1292,13,0,,"ptau181,P10636,P07196,P14136,",,
Thermo (Pro Quantum) ,Q3 '22 - Q1 '23,36672173,Effects of Dupilumab on Itch-Related Events in Atopic Dermatitis: Implications for Assessing Treatment Efficacy in Clinical Practice,0,Immunology,24,2,,4,"IL-4,IL-13,IL-22,IL-31",1,2,"Single Plex IL-4, IL-13","Used alongside 2 other ELISA kirs, Quantikine and DueSert (both from R&D systems) These results suggest that serum TARC, IL-22, and IgE levels and epidermal thickness are itch-related events associated with dupilumab treatment and that serum IL-31 levels may reflect the degree of IENF density in AD patients. Therefore, dynamic changes may be used to assess the efficacy of dupilumab treatment to treat itching and inflammation in patients with AD.","Kishi R, Toyama S, Tominaga M, Kamata Y, Komiya E, Kaneko T, Suga Y, Takamori K.",Cells. 2023 Jan 5;12(2):239. doi: 10.3390/cells12020239.,Kishi R,Cells,2023,1/21/2023,PMC9857157,,10.3390/cells12020239,,48,0,1,,"P05112,P35225,Q9GZX6,Q6EBC2,",,
IsoPlexis,Q3 '22 - Q1 '23,36328378,Metformin increases natural killer cell functions in head and neck squamous cell carcinoma through CXCL1 inhibition,0,Oncology,2,,,5,"CCL3,IL-9,IL-8,IL-10,IL-6",1,2,"Sectrtome Chip, assay not mentioned ","Used alognside R&D system ELISAs, Abcam ELISA. 30k individual cells; The cells were analyzed on an IsoLight machine (IsoPlexis, Baltimore) for 24 hours to evaluate single cell multiplex cytokine secretion. Metformin treatment significantly increased the cytotoxic molecule perforin (p=0.00009) (figure 3C). Inflammatory cytokines MIP1-? (p=0.04), and IL-9 (p=0.02) were significantly reduced, while IL-8, IL-10, and IL-6 trended towards a decrease in response to metformin (p=0.3, 0.1, 0.1, respectively) (figure 3C). IL-6, IL-8, IL-9 and IL-10 increase STAT3 phosphorylation, and are considered tumorigenic in the TME.26
","Crist M, Yaniv B, Palackdharry S, Lehn MA, Medvedovic M, Stone T, Gulati S, Karivedu V, Borchers M, Fuhrman B, Crago A, Curry J, Martinez-Outschoorn U, Takiar V, Wise-Draper TM.",J Immunother Cancer. 2022 Nov;10(11):e005632. doi: 10.1136/jitc-2022-005632.,Crist M,J Immunother Cancer,2022,11/3/2022,PMC9639146,,10.1136/jitc-2022-005632,,4,0,0,,"P10147,P15248,P10145,P22301,P05231,",,
IsoPlexis,Q3 '22 - Q1 '23,36470210,Autoantigenic properties of the aminoacyl tRNA synthetase family in idiopathic inflammatory myopathies,1,Immunology,,,,,,0,,,Isoplexis authored but it does not appear their technology was actually used ,"Preger C, Notarnicola A, Hellström C, Wigren E, Fernandes-Cerqueira C, Kvarnström M, Wahren-Herlenius M, Idborg H, Lundberg IE, Persson H, Gräslund S, Jakobsson PJ.",J Autoimmun. 2023 Jan;134:102951. doi: 10.1016/j.jaut.2022.102951. Epub 2022 Dec 2.,Preger C,J Autoimmun,2023,12/5/2022,,,10.1016/j.jaut.2022.102951,,0,0,0,,,,
IsoPlexis,Q3 '22 - Q1 '23,36786585,Applying single-cell highly multiplexed secretome proteomics to characterize immunotherapeutic products and predict clinical responses,1,"Oncology, Immunology",,,,,,0,,,Little information given ,"Ni W, Han EX, Cyr M, Mackay S, Zhou J.",Proteomics. 2023 Feb 14:e2200242. doi: 10.1002/pmic.202200242. Online ahead of print.,Ni W,Proteomics,2023,2/14/2023,,,10.1002/pmic.202200242,,0,0,0,,,,
IsoPlexis,Q3 '22 - Q1 '23,35022656,Autoantibodies against four-and-a-half-LIM domain 1 (FHL1) in inflammatory myopathies: results from an Australian single-centre cohort,1,Immunology,,,,,,0,,,Isoplexis authored but it does not appear their technology was actually used ,"Galindo-Feria AS, Horuluoglu B, Day J, Fernandes-Cerqueira C, Wigren E, Gräslund S, Proudman S, Lundberg IE, Limaye V.",Rheumatology (Oxford). 2022 Oct 6;61(10):4145-4154. doi: 10.1093/rheumatology/keac003.,Galindo-Feria AS,Rheumatology (Oxford),2022,1/13/2022,PMC9536793,,10.1093/rheumatology/keac003,,0,0,0,,,,
IsoPlexis,Q3 '22 - Q1 '23,36280286,Effector Memory-Expressing CD45RA (TEMRA) CD8(+) T Cells from Kidney Transplant Recipients Exhibit Enhanced Purinergic P2X4 Receptor-Dependent Proinflammatory and Migratory Responses,1,Immunology,,,,,CXCL12,1,,,Little information on how the platform was used,"Doan Ngoc TM, Tilly G, Danger R, Bonizec O, Masset C, Guérif P, Bruneau S, Glemain A, Harb J, Cadoux M, Vivet A, Mai HL, Garcia A, Laplaud D, Liblau R, Giral M, Blandin S, Feyeux M, Dubreuil L, Pecqueur C, Cyr M, Ni W, Brouard S, Degauque N; on behalf on the DIVAT Consortium; DIVAT Consortium.",J Am Soc Nephrol. 2022 Dec;33(12):2211-2231. doi: 10.1681/ASN.2022030286. Epub 2022 Oct 24.,Doan Ngoc TM,J Am Soc Nephrol,2022,10/24/2022,PMC9731633,,10.1681/ASN.2022030286,,0,0,0,,"P48061,",,
IsoPlexis,Q3 '22 - Q1 '23,36800567,CXCL8/CXCR2 signaling mediates bone marrow fibrosis and represents a therapeutic target in myelofibrosis,1,"Oncology, Immunology",,,,,,0,,,Isoplexis authored but it does not appear their technology was actually used ,"Dunbar A, Kim D, Lu M, Farina M, Bowman RL, Yang JL, Park YC, Karzai A, Xiao W, Zaroogian Z, O'Connor K, Mowla S, Gobbo F, Verachi P, Martelli F, Sarli G, Xia L, Elmansy N, Kleppe M, Chen Z, Xiao Y, McGovern EM, Snyder J, Krishnan A, Hill CE, Cordner KB, Zouak A, Salama ME, Yohai J, Tucker E, Chen JJ, Zhou J, McConnell TS, Migliaccio AR, Koche RP, Rampal RK, Fan R, Levine RL, Hoffman R.",Blood. 2023 Feb 17:blood.2022015418. doi: 10.1182/blood.2022015418. Online ahead of print.,Dunbar A,Blood,2023,2/17/2023,,,10.1182/blood.2022015418,,0,0,0,,,,
Bio-Techne (Ella) ,Q3 '22 - Q1 '23,36709509,Assessing the commutability of candidate reference materials for the harmonization of neurofilament light measurements in blood,1,Methods Development (Neurology),94,1,,,Nfl,1,1,Nfl,,"Andreasson U, Gobom J, Delatour V, Auclair G, Noam Y, Lee S, Wen J, Jeromin A, Arslan B, Maceski A, Willemse E, Zetterberg H, Kuhle J, Blennow K.",Clin Chem Lab Med. 2023 Jan 31. doi: 10.1515/cclm-2022-1181. Online ahead of print.,Andreasson U,Clin Chem Lab Med,2023,1/29/2023,,,10.1515/cclm-2022-1181,,94,0,1,,"P07196,",,
Isoplexis,Q2 '22,35615350,Transgenic Expression of IL15 Retains CD123-Redirected T Cells in a Less Differentiated State Resulting in Improved Anti-AML Activity in Autologous AML PDX Models,0,Oncology Discovery,,32,,,"granzyme B,TNFa,IFNg,CCL3,CCL4,perforin,TNFb,GM-CSF,IL2,IL5,IL7,IL8,IL9,IL12,IL15,IL21,CCL11,IP-10,CCL3,CCL4,RANTES,IL4,IL10,IL13,IL22,CD137,CD40L,TGFb1,IL6,IL17A,IL17F,MCP-1,MCP-4,IL1b",1,1,Cytokine 32 Plex,"Done alongside Mass cytometry, flow cytometry, cytokine secretion, cytotoxicity assay. 10^ cells measured ","Mu-Mosley H, Ostermann L, Muftuoglu M, Vaidya A, Bonifant CL, Velasquez MP, Gottschalk S, Andreeff M.",Front Immunol. 2022 May 9;13:880108. doi: 10.3389/fimmu.2022.880108. eCollection 2022.,Mu-Mosley H,Front Immunol,2022,5/26/2022,PMC9124830,,10.3389/fimmu.2022.880108,,0,0,0,,"E9PRD7,P01375,P01579,P10147,P13236,A0A510GAG4,P01374,P04141,P60568,P05113,P13232,P10145,P15248,P29459,P40933,Q9HBE4,P51671,P02778,P10147,P13236,P13501,P05112,P22301,P35225,Q9GZX6,Q07011,P29965,P01137,P05231,Q16552,Q96PD4,P13500,Q99616,P01584,",,
MSD,Q2 '22,35745576,Inflammatory Biomarkers of Traumatic Brain Injury,0,"Neurology, Immunology",93,9,,5,"TNFa,IL-2,IL-4,IL-6,IL-8,IL-10,IL12b,IL12a,IL-13,IFNg",1,1,V-PLEX Proinflammatory Panel 1,"Used along Ella (caspase-1, ASC, IL-18); looking for TBI markers in blood. nflammasome proteins and inflammatory cytokines were elevated after TBI, and the apoptosis-associated speck like protein containing a caspase recruitment domain (ASC), interleukin (IL)-18, tumor necrosis factor (TNF)-?, IL-4 and IL-6 were the most reliable biomarkers.","Johnson NH, Hadad R, Taylor RR, Rodríguez Pilar J, Salazar O, Llompart-Pou JA, Dietrich WD, Keane RW, Pérez-Bárcena J, de Rivero Vaccari JP.",Pharmaceuticals (Basel). 2022 May 25;15(6):660. doi: 10.3390/ph15060660.,Johnson NH,Pharmaceuticals (Basel),2022,6/24/2022,PMC9227014,,10.3390/ph15060660,,93,0,1,,"P01375,P60568,P05112,P05231,P10145,P22301,P29460,P29459,P35225,P01579,",IL12p70,
MSD,Q2 '22,35285218,Diagnostic accuracy of the ultrasensitive S-PLEX SARS-CoV-2ÃÂÃÂÃÂÃÂ N electrochemiluminescence immunoassay,0,,,,,,,0,,,Review but icould be interesting to note,"Lippi G, Henry BM, Montagnana M, Plebani M.",Clin Chem Lab Med. 2022 Mar 14;60(6):e121-e124. doi: 10.1515/cclm-2022-0155. Print 2022 May 25.,Lippi G,Clin Chem Lab Med,2022,3/14/2022,,,10.1515/cclm-2022-0155,,0,0,0,,,,
MSD,Q2 '22,35444213,Emerging and legacy PFAS and cytokine homeostasis in women of childbearing age,0,Immunology (response to PFAS),198,13,,2,"IL-1b,IL-2,IL-8,IL-12,IL-13,TNFa,IFNg,IL-4,IL-6,IL-10,IL-17,IL-22,TGFB",1,4,"U plex (TH1, TH2 and TH17, + 1 V plex as a single TGFb","The BKMR model showed a significantly positive association of PFAS mixture with TGF-? and a negative association with IL-10. Overall, these results indicate that both legacy and emerging PFAS may affect the homeostasis of cytokines.","Nian M, Zhou W, Feng Y, Wang Y, Chen Q, Zhang J.",Sci Rep. 2022 Apr 20;12(1):6517. doi: 10.1038/s41598-022-10501-8.,Nian M,Sci Rep,2022,4/21/2022,PMC9021217,,10.1038/s41598-022-10501-8,,792,8,0,,"P29466,P60568,P10145,P29459,P35225,P01375,P01579,P05112,P05231,P22301,Q16552,Q9GZX6,P01137,",,
MSD,Q2 '22,35635366,Freeze-dried plasma: From damage control resuscitation to coronavirus disease 2019 therapy,0,Method development (freeze dried blood) ,,,,,,0,1,SARS-COV-2 ,"We demonstrated that FDP and CC-FDP retained the same hemostatic and antibody functional activities relative to their initial plasma sources, supporting clinical evaluation of their benefits in severe trauma and COVID-19 patients.","Peng HT, Rhind SG, Moes K, Devine D, Jenkins C, Beckett A.",Transfusion. 2022 Jul;62(7):1408-1416. doi: 10.1111/trf.16947. Epub 2022 Jun 10.,Peng HT,Transfusion,2022,5/31/2022,,,10.1111/trf.16947,,0,0,0,,,Covid,
MSD,Q2 '22,35170269,Ultrasensitive assay for saliva-based SARS-CoV-2 antigen detection,1,Method Development (COVID Assay Validation),689,1,,,,0,1,S-Plex SARS COV,92% sens and 100% specificity was established and results were comapred to PCR.,"Ren A, Sohaei D, Ulndreaj A, Pons-Belda OD, Fernandez-Uriarte A, Zacharioudakis I, Sigal GB, Stengelin M, Mathew A, Campbell C, Padmanabhan N, Romero D, Joe J, Soosaipillai A, Kulasingam V, Mazzulli T, Li XA, McGeer A, Diamandis EP, Prassas I.",Clin Chem Lab Med. 2022 Feb 16;60(5):771-777. doi: 10.1515/cclm-2021-1142. Print 2022 Apr 26.,Ren A,Clin Chem Lab Med,2022,2/16/2022,,,10.1515/cclm-2021-1142,,689,7,0,,,,
MSD,Q2 '22,35449177,Quantitative serology for SARS-CoV-2 using self-collected saliva and finger-stick blood,0,Method Development (COVID Assay Validation),132,12,,,,0,1,"Vplex SARS-COV panel 2, ",,"Campbell C, Padmanabhan N, Romero D, Joe J, Gebremeskel M, Manjula N, Wohlstadter N, Wohlstadter R, Goodwin P, Quintero L, Debad J, Sigal G, Wohlstadter J.",Sci Rep. 2022 Apr 21;12(1):6560. doi: 10.1038/s41598-022-10484-6.,Campbell C,Sci Rep,2022,4/22/2022,PMC9021827,,10.1038/s41598-022-10484-6,,132,1,0,,,Covid,
MSD,Q2 '22,35620349,Glucose Homeostasis in Relation to Neutrophil Mobilization in Smokers with COPD,0,Cardiometabolic,16,5,,,"IL-6,IL-8,INFg,CXCL10",1,1,,"MSD used for some cytokines but R&D systems was used for other interleukins and cobas was used for CRP, other vendors were used for toher analytes as well. 
 In smokers with COPD, altered glucose homeostasis is associated with local and systemic signs of increased neutrophil mobilization, but not with local proteinases. This suggests that other specific aspects of neutrophil mobilization constitute pathogenic factors that affect glucose homeostasis in COPD.","Pournaras N, Andersson A, Kovach MA, Padra M, Che KF, Brundin B, Yoshihara S, Bozinovski S, Lindén SK, Jansson PA, Sköld MC, Qvarfordt I, Lindén A.",Int J Chron Obstruct Pulmon Dis. 2022 May 20;17:1179-1194. doi: 10.2147/COPD.S353753. eCollection 2022.,Pournaras N,Int J Chron Obstruct Pulmon Dis,2022,5/27/2022,PMC9129100,,10.2147/COPD.S353753,,16,0,0,,"P05231,P10145,P01579,P02778,",,
MSD,Q2 '22,35598458,Quantification of prefusion conformation for HIV vaccine using size-exclusion chromatography,0,Methods Dev (HIV vaccine development),,,,,,0,,,Used to validate new method to measure the perfusion conformation for HIV vaccines,"Gollapudi D, Shadrick W, Yang Y, Gowetski DB, Gall J, Paula Lei Q.",J Chromatogr B Analyt Technol Biomed Life Sci. 2022 Jun 30;1201-1202:123296. doi: 10.1016/j.jchromb.2022.123296. Epub 2022 May 13.,Gollapudi D,J Chromatogr B Analyt Technol Biomed Life Sci,2022,5/22/2022,,,10.1016/j.jchromb.2022.123296,,0,0,0,,,,
MSD,Q2 '22,35475723,Patients with severe COVID-19 do not have elevated autoantibodies against common diagnostic autoantigens,0,Infectious Disease (COVID),743,14,,0,,0,2,U-Plex,An additional 9 markers were measured via classical serology methods. Nothing significant was found. ,"Ulndreaj A, Wang M, Misaghian S, Paone L, Sigal GB, Stengelin M, Campbell C, Van Nynatten LR, Soosaipillai A, Ghorbani A, Mathew A, Fraser DD, Diamandis EP, Prassas I.",Clin Chem Lab Med. 2022 Apr 28;60(7):1116-1123. doi: 10.1515/cclm-2022-0239. Print 2022 Jun 27.,Ulndreaj A,Clin Chem Lab Med,2022,4/27/2022,PMC9128368,,10.1515/cclm-2022-0239,,1486,15,0,,,,
